post_id,title,author,created_utc,cleaned_text,keywords,image_text,doc_embedding,cluster
1ij0nt1,"For the first time, scientists have been able to produce kangaroo embryos through in-vitro fertilization (IVF) | An important milestone in being able to replicate this across hundreds of species of pouch-toting marsupials under ever-increasing threat of extinction.",c********,2025-02-06 11:44:34,"For the first time, scientists have been able to produce kangaroo embryos through invitro fertilization IVF An important milestone in being able to replicate this across hundreds of species of pouchtoting marsupials under everincreasing threat of extinction.","['first', ' time', ' scientists', ' able', ' produce', ' kangaroo', ' embryos', ' invitro', ' fertilization', ' important', ' milestone', ' replicate', ' across', ' hundreds', ' species', ' pouchtoting', ' marsupials', ' everincreasing', ' threat', ' extinction']",,"[ 8.18889705e-04 -1.63868500e-03 -1.08251418e-03 -6.02738280e-03
 -2.05776049e-03 -8.12095590e-03  3.62269394e-03  5.75584918e-03
 -7.43063865e-03  2.01108330e-03 -8.36412515e-03  6.80372410e-04
 -3.75386747e-03  8.21774476e-04 -4.23486112e-03 -6.50206255e-03
 -9.28550435e-04 -7.35103898e-03  9.88812099e-05 -2.90679571e-04
  5.77441650e-04 -2.23027728e-03  5.84775023e-03 -1.45817222e-03
  6.51468849e-03 -4.83338517e-04 -8.24920018e-04 -7.52655417e-03
 -1.35234883e-03 -2.12850585e-03  6.23991666e-03  7.23001454e-03
  9.64839419e-04  4.96332906e-03 -7.24112964e-04  5.49230911e-03
 -5.88353164e-03 -9.09962226e-03 -1.06630097e-04 -3.56185040e-03
  3.83450277e-03 -4.61943774e-03 -2.39591068e-03 -7.73861585e-03
  8.82059452e-04  5.71186468e-03  1.47379737e-03  2.73699145e-04
  7.48463627e-03  5.47796139e-04  3.23602650e-03  3.91828502e-03
  2.46059056e-03  3.23399762e-03 -2.54943594e-03  2.67669535e-03
  2.06012046e-03  2.15081917e-03 -3.02311406e-03 -3.61158536e-03
  7.70248706e-04  1.61231728e-03 -7.51768611e-03 -3.02192499e-03
  1.73331227e-03  2.82275886e-03 -1.10195763e-03 -2.96251476e-03
 -2.34005041e-03  4.96461871e-04 -7.35610258e-03  5.33730024e-03
  7.90199358e-03  8.36130232e-04  2.39753025e-03 -1.94237311e-03
 -2.52765906e-03  9.18369682e-04 -3.69396224e-03 -1.02388707e-03
 -1.48937514e-03  6.07440714e-03 -4.06302337e-04  9.38127656e-03
 -9.63285798e-04  6.99130911e-03 -3.62321711e-03  2.02981941e-03
  3.13306809e-04  4.33358224e-03  5.38504496e-03  1.79125600e-05
 -3.34152370e-03  3.35562974e-03  5.55996830e-03  6.66715344e-03
 -1.13690202e-03 -8.29281565e-03  6.54955860e-03 -1.42473041e-03]",0
1ij2wyi,Huge strides made in eradicating food poisoning and stomach flu symptoms,A***************,2025-02-06 13:47:37,Huge strides made in eradicating food poisoning and stomach flu symptoms,"['huge', ' strides', ' made', ' eradicating', ' food', ' poisoning', ' stomach', ' symptoms']",,"[ 3.82909738e-03 -2.02000840e-03  1.66325609e-03 -1.36038521e-03
  1.85548258e-03 -3.79219651e-03 -4.46372479e-03 -2.72135856e-03
  1.16897968e-03 -3.96222156e-03 -5.46956668e-03 -2.14911788e-03
 -1.65397581e-03  8.69983633e-04 -3.89843388e-03  2.42926320e-03
  2.51749065e-03 -3.37124267e-03  1.41082495e-03 -5.24692331e-03
  4.62447479e-03  2.14903452e-03  2.92698573e-03 -4.57567023e-03
 -2.96181394e-03 -5.04004674e-05 -2.64354236e-03 -4.81069135e-03
 -4.04233532e-03 -5.55341877e-03  1.60152078e-04 -2.42617936e-03
  5.00355801e-03  3.87114054e-03  3.12806224e-03  4.68481751e-03
 -3.35627748e-03 -2.87432782e-03  1.20468985e-03 -4.91559831e-03
 -3.70465149e-03 -3.18443705e-03  3.76625685e-03 -1.41720625e-03
 -9.83060105e-04  7.75356719e-04  2.61991913e-03 -3.02882586e-03
 -2.51260516e-03 -3.69181740e-03  1.33193959e-03  9.51456081e-04
  6.81077538e-04  4.34513949e-03 -5.10870293e-03  3.00956354e-03
  2.22826755e-04  1.14082044e-03 -5.17518586e-03  2.97889404e-04
  5.40732965e-03  1.90277339e-03  2.79881945e-03 -1.74038264e-03
 -3.47472006e-03  4.40451503e-03 -7.89774582e-04 -2.19749263e-03
 -6.08638255e-03 -1.67527550e-03  2.55551306e-03  3.01971263e-03
 -2.03498523e-03  3.23338248e-03 -2.09286273e-03 -4.24986752e-03
  2.35647149e-03 -3.27831646e-03  2.07241089e-03  1.06491498e-03
  1.29433186e-03 -1.24680379e-03 -4.39613033e-03  1.47405168e-04
  3.65858176e-03 -2.40409956e-03 -1.36512052e-03 -3.02588218e-04
  7.47321057e-04  5.51889697e-03  2.70377635e-03  3.35676735e-03
 -3.62449617e-04 -3.22681782e-03  1.83286681e-03 -3.27376300e-03
  4.44538845e-03 -3.05263977e-03  1.71343714e-03 -2.11461680e-03]",1
1ijscwa,'Ionic wind' vortex ring launchers extinguish fires cleanly and safely | Engineers at Ohio State University have now developed handheld tools that cleanly extinguish fires with 'ionic wind’ and vortex rings.,c********,2025-02-07 10:52:07,'Ionic wind' vortex ring launchers extinguish fires cleanly and safely Engineers at Ohio State University have now developed handheld tools that cleanly extinguish fires with 'ionic wind and vortex rings.,"['ionic', ' wind', ' vortex', ' ring', ' launchers', ' extinguish', ' fires', ' cleanly', ' safely', ' engineers', ' ohio', ' state', ' university', ' developed', ' handheld', ' tools', ' rings']",,"[-6.65605592e-04  2.23764079e-03 -8.90405150e-04 -5.58283785e-03
  5.13180951e-03 -6.04679622e-03  4.78351163e-03  2.20593181e-03
 -6.10624906e-03  3.85083235e-03 -4.93346667e-03 -3.07834963e-03
  2.55032163e-03  3.89765692e-03 -1.01765245e-03 -3.58349062e-03
  5.58007159e-04 -9.05948225e-03 -2.23235833e-03 -3.38940881e-04
  6.55116374e-03  5.01993392e-03  3.91189801e-03  4.84570116e-03
  6.14416972e-03  4.91857063e-03 -3.75129492e-03 -7.83878099e-03
 -4.50885110e-03 -1.41871360e-03 -2.00756011e-03  3.78415175e-03
  2.27189600e-03  7.29229162e-03  1.73620973e-03  5.57358144e-03
 -3.88603820e-03 -4.17263946e-03 -3.93006671e-03  1.23403515e-04
  3.02138506e-03  4.45431098e-03  2.54126196e-03 -6.86521456e-03
 -4.36642626e-03  1.55277597e-03  3.42974905e-03 -9.93976646e-05
 -8.96783138e-04  4.53362660e-03 -3.90024018e-03  3.35302693e-03
 -2.56893924e-03  1.54739560e-03 -3.05215945e-03 -7.31058128e-04
 -3.74223129e-03  2.71748286e-03  2.57143372e-04 -4.18415340e-03
 -1.00673246e-03  4.96133510e-03  9.72240290e-04  4.31428757e-03
  1.34430977e-03 -1.60687967e-04 -3.58692696e-03  4.85130306e-03
 -2.81149452e-03  5.70322433e-03 -4.04784735e-03  6.47460530e-03
 -2.25250539e-03  4.46072547e-03  5.49050327e-03 -1.93554268e-03
 -7.56339650e-05  2.12133629e-03 -5.00092050e-03  2.15717289e-03
  3.73893231e-03  3.93712753e-03 -2.70580000e-04  4.63089067e-03
 -7.06105866e-03 -1.42692646e-03 -5.18645486e-03  3.16871516e-03
  4.60487977e-03  6.10587839e-03 -2.13210564e-03  1.53961161e-03
 -6.77937688e-03  5.47858234e-03  8.67089475e-05  5.79611259e-03
 -3.16148251e-03 -5.60804876e-03  2.63266405e-03 -4.26852750e-03]",0
1iju19f,Water-spraying tower is a mobile forest-fire-fighting sprinkler system,A***************,2025-02-07 12:38:15,Waterspraying tower is a mobile forestfirefighting sprinkler system,"['waterspraying', ' tower', ' mobile', ' forestfirefighting', ' sprinkler', ' system']",,"[ 4.87512397e-03 -2.73853494e-03 -2.80527654e-03  1.07788877e-03
  4.63559246e-03 -6.54538817e-05 -6.30520866e-04  3.76176694e-03
 -8.33420549e-04 -1.90809311e-03  9.70076479e-04  3.51326051e-03
  4.05535009e-03  1.95705635e-03  3.58892721e-03 -1.88572437e-03
  1.72044663e-03  1.88540015e-03  3.43319867e-03 -3.27071501e-03
  5.64261386e-03 -7.14352718e-05 -2.22111354e-03 -2.83356942e-03
  3.14849254e-04  7.50277424e-04 -9.94222704e-04  2.87329871e-03
 -1.50648458e-03 -4.94805537e-03  3.38048302e-03 -3.97843216e-03
  1.32803631e-03 -1.59342994e-03  3.12453788e-03 -2.75160372e-03
  7.44690828e-04 -1.43189309e-03  4.44457284e-04 -4.14905080e-05
 -2.92674359e-03  2.75623822e-03  5.13131265e-03 -3.51846404e-03
 -4.03744075e-03  5.78900508e-04  3.30182700e-03  8.90932686e-04
  5.58105647e-04  3.97701096e-03  3.45184846e-04 -2.30115466e-03
 -3.49446060e-03  9.50133079e-04 -7.48936844e-04  4.64524003e-03
  2.48539215e-03  2.22623418e-03  5.44367998e-04  4.37097671e-03
  3.85680865e-03  3.51458299e-03  2.68854504e-03  1.84236653e-03
  2.27471255e-03  1.86578126e-03  2.97907693e-03  4.75693773e-03
 -1.16076157e-03  1.20705669e-03 -4.20816801e-03  3.09948274e-03
 -7.26858329e-04  4.41507756e-04  3.55242006e-03 -4.41813609e-04
  4.13436582e-03 -4.47797868e-03  2.10653106e-03 -4.22678329e-03
  4.36532218e-03  1.80902297e-03  4.83026728e-03  6.11756044e-03
  3.92017886e-03  4.23353864e-04  3.14790499e-03  4.38676216e-03
 -1.55139016e-03 -1.15847413e-03  4.39046271e-04 -8.54466460e-04
 -3.80380708e-03  9.86709492e-05 -3.36265983e-03 -2.63330387e-03
  2.07618903e-03 -9.75906267e-04 -1.82997133e-03 -4.21626167e-03]",1
1ikmrvp,Origami-inspired floor design cuts concrete and steel use by half,A***************,2025-02-08 13:01:57,Origamiinspired floor design cuts concrete and steel use by half,"['origamiinspired', ' floor', ' design', ' cuts', ' concrete', ' steel', ' half']",,"[ 2.09893822e-03 -2.65235757e-03 -3.70413903e-03  9.47515597e-04
  4.38000448e-03 -4.16673953e-03 -3.99953034e-03  5.01660770e-03
 -4.81157949e-05  1.16207881e-03  2.12514517e-03 -4.14516171e-03
  1.92822062e-03  3.04794608e-04 -2.71227187e-03  3.28762661e-04
 -6.74501935e-05 -5.03113680e-03  2.66787899e-03 -5.25869615e-03
  2.09550581e-06 -3.10934219e-03  2.21428782e-04  2.02786294e-03
  2.89189193e-04  2.24357052e-03 -5.05321752e-03  1.66089775e-03
  1.43720268e-03  3.74655705e-03 -2.99129775e-03 -2.87425751e-03
  1.15976972e-03  6.23160601e-03 -4.48021619e-03  1.27842126e-03
  3.18849226e-03 -5.40347537e-03 -1.81564153e-03  1.38648355e-03
 -8.91288044e-04  3.12251970e-03  1.47538749e-03 -6.37706788e-03
  1.99634745e-03 -3.87569005e-03  8.76356498e-04  9.48684523e-04
  4.35738731e-03 -1.29657832e-03  3.42713040e-03  5.56575193e-04
  5.76941436e-03  3.82788968e-03  2.38793902e-03  8.87486618e-04
  3.85256973e-03 -2.97000690e-04 -3.52407387e-03 -3.68608853e-05
  5.70527650e-03  5.31520229e-03 -2.11249059e-03 -5.94721700e-04
  1.14057737e-04 -3.41938669e-03  3.77934915e-03  4.39827703e-03
  4.80521849e-05  1.74043782e-03  9.22629406e-05  2.50259764e-03
  1.72181474e-03  2.42896192e-03  6.19984698e-03 -1.90429052e-03
 -2.69675464e-03  6.62236591e-04 -2.86564115e-03  2.63010198e-03
  2.16534571e-03  4.62222472e-03  2.97466433e-03  3.03379563e-03
 -9.84977465e-04 -1.39838108e-03 -5.71986288e-03  4.69723111e-03
 -1.66787603e-03 -1.03881769e-03 -2.65873410e-03 -3.65343923e-03
  3.09359701e-03  3.34155792e-03  3.61830392e-03 -1.92224269e-03
 -3.12494521e-04 -1.81648007e-04  4.70347703e-03  3.32752801e-03]",1
1ikykil,"Wound dressing uses tiny flowers to go big on killing bacteria | Scientists create a material that kills multiple types of harmful bacteria, and it does so using tiny flowers.",c********,2025-02-08 21:46:06,"Wound dressing uses tiny flowers to go big on killing bacteria Scientists create a material that kills multiple types of harmful bacteria, and it does so using tiny flowers.","['wound', ' dressing', ' uses', ' tiny', ' flowers', ' killing', ' bacteria', ' scientists', ' create', ' material', ' kills', ' multiple', ' types', ' harmful', ' using']",,"[ 3.34002869e-03  3.68298986e-03 -4.44054836e-03  1.83928641e-03
  2.64794310e-03 -1.87871829e-05 -2.72625219e-03 -3.95104405e-04
  2.39383677e-04  2.03757314e-03 -4.41124151e-03 -4.89586452e-03
  3.53310886e-03 -5.18647721e-03  4.77385893e-03  1.91257754e-03
  3.52290762e-03 -8.51267297e-03  4.22445219e-03  1.23410881e-03
  4.23558615e-03  3.91366659e-03  2.24621408e-03  4.58791712e-03
  7.76579778e-04  3.21437931e-03 -8.36545601e-03  1.83146866e-03
 -5.78432577e-03  1.75925641e-04 -5.22529241e-04  3.57678533e-03
 -3.50393378e-03  4.58958559e-03 -3.67730710e-04 -1.87572429e-03
 -2.23023724e-03 -1.82605325e-03  2.39954633e-03  3.42421280e-03
  3.52158397e-03  1.65231948e-04  1.06977939e-03 -2.44063418e-03
 -2.12105442e-04  1.08560850e-03  4.30138037e-03  9.57197684e-04
  1.28218520e-03 -1.04747531e-04 -4.42438992e-03  3.84508166e-03
  4.23003687e-03 -4.57948772e-03 -4.60104039e-03  2.64646742e-03
  2.60640122e-03  1.49900641e-03  2.45853816e-03  4.95933648e-03
  7.39261333e-04  4.11215471e-03 -5.20638190e-03  5.74946962e-03
  5.04237600e-04  5.12594543e-03 -2.75733834e-03 -3.74116615e-04
 -9.17113968e-04 -7.08343810e-04 -4.19448037e-03 -1.68371270e-03
  1.34198251e-03  5.53461316e-04  5.53231500e-03  2.45080446e-04
  5.34326211e-03  4.92764451e-03  2.26211478e-03 -8.59571504e-04
  2.72866781e-03  5.39991073e-03 -3.01404600e-03  5.81069570e-03
 -5.28892456e-03  5.33233723e-03 -1.71482156e-03 -2.65876227e-03
  3.24076787e-03  3.81362694e-03 -3.36569175e-03 -2.27830349e-03
  1.49774991e-04 -2.47988035e-03  1.31859374e-03 -1.53406945e-05
 -1.54242688e-03  9.60189209e-04 -3.72753362e-03 -8.93733115e-04]",1
1ilcol0,"Bacteria make a meal of toxic PFAS 'forever chemicals' | Scientists have identified a bacterium that can eat these chemicals, as well as their byproducts.",c********,2025-02-09 11:23:00,"Bacteria make a meal of toxic PFAS 'forever chemicals' Scientists have identified a bacterium that can eat these chemicals, as well as their byproducts.","['bacteria', ' make', ' meal', ' toxic', ' pfas', ' forever', ' chemicals', ' scientists', ' identified', ' bacterium', ' well', ' byproducts']",,"[ 0.00029025  0.00420094  0.00373278 -0.00457819 -0.00325894 -0.00156165
  0.00053514 -0.00188612 -0.0028476  -0.00231026 -0.00067508 -0.00415164
  0.00405232  0.00195634  0.00346778  0.00307837  0.00171167  0.00039298
  0.00050566 -0.00147002  0.00042413  0.00240584  0.00529367  0.00220125
 -0.00016427  0.00135512 -0.00461463  0.00019049 -0.00563417 -0.0035262
  0.00013967 -0.00292533  0.00328393  0.00180793  0.00225852 -0.00116134
  0.00099254 -0.00081817  0.00103549 -0.00331238  0.00317297 -0.00072185
  0.00474236 -0.00676362  0.00457873  0.00110433 -0.00021179 -0.00203061
  0.0027692   0.00394227 -0.00179123  0.00365557  0.00373979  0.00082106
 -0.00382749 -0.00050186 -0.00203152 -0.00481667  0.00157427  0.00347015
 -0.00351381 -0.00211577 -0.0009122   0.00113437  0.00295648  0.00249808
 -0.00309941  0.00182408 -0.00215797  0.00546375  0.00274257 -0.00319655
 -0.00114978 -0.00258508 -0.00092683 -0.00160297 -0.00279097 -0.00127584
  0.00129476  0.00089093  0.00068233  0.00131553 -0.00474652  0.00639141
 -0.00448923  0.00353582  0.00090074  0.00638772 -0.00297283  0.00352064
 -0.00303235  0.00227454  0.00282172  0.00475289  0.00487838  0.00512639
  0.00121872 -0.00636182  0.00386365 -0.00435931]",1
1ilctif,"Braille for sports: Haptic handheld broadcasts games to your fingertips | Catches, kicks, throws, passes, goals, touchdowns and home runs will all be buzzed to the user through different vibration patterns.",c********,2025-02-09 11:32:26,"Braille for sports Haptic handheld broadcasts games to your fingertips Catches, kicks, throws, passes, goals, touchdowns and home runs will all be buzzed to the user through different vibration patterns.","['braille', ' sports', ' haptic', ' handheld', ' broadcasts', ' games', ' fingertips', ' catches', ' kicks', ' throws', ' passes', ' goals', ' touchdowns', ' home', ' runs', ' buzzed', ' user', ' different', ' vibration', ' patterns']",,"[-1.83537172e-03  5.28326444e-03 -1.35465048e-03  1.47435849e-05
 -7.36350194e-04 -1.00440234e-02  1.64365291e-03  1.16095238e-03
 -1.53639785e-03  3.45000834e-03 -9.33310762e-03 -5.88014163e-03
 -5.59400825e-04  3.61593370e-03  3.17837053e-04 -4.64447448e-03
  2.29968596e-03 -4.22688827e-05 -7.69446662e-04 -1.77738909e-03
  3.21393344e-03 -2.97519332e-03  5.59199718e-04  4.84144408e-03
 -2.08518212e-03  6.67008199e-03 -8.79854243e-03 -4.82024392e-03
 -6.21572975e-03 -6.77961856e-03  6.41392963e-03  1.34734809e-03
 -2.59761000e-03  1.06059415e-02  1.80725555e-03  7.47442292e-03
 -2.88234162e-03 -5.99716604e-03 -5.09032921e-04 -2.14163703e-03
  8.03445093e-03 -3.40649951e-03  4.22984915e-04 -5.30753424e-03
  4.52807266e-03 -1.86540862e-03 -1.41215848e-03  3.58590763e-03
  1.12831756e-03  1.92323723e-03  1.30268862e-03 -3.62257264e-03
  2.66036275e-03 -4.36359504e-03 -9.02641471e-03 -5.92388737e-04
 -1.54704321e-03  9.78359370e-04 -3.17983236e-03  8.31671059e-04
  2.21975055e-03  2.71723024e-03 -1.72051881e-03  6.51142420e-03
 -1.26038434e-03  4.07638587e-03 -1.35854317e-03  4.86221630e-03
  1.13432633e-03  6.20791782e-03  7.54827051e-04 -2.25739973e-03
 -7.45582045e-04  1.75742770e-03  7.20117241e-03  1.24363531e-03
  4.21333360e-03  1.77243515e-03 -1.00638089e-03 -1.70826109e-03
 -2.15748837e-03  6.28660433e-03  4.31686500e-03  5.42312581e-03
  1.69734447e-03  3.85167520e-03 -7.84992299e-04 -1.05022523e-03
 -1.89288438e-03  9.41463280e-03  4.21247771e-03  2.34514847e-03
 -5.14645129e-03 -1.98484887e-03  4.42831172e-03  2.51733838e-03
  7.74825690e-04 -1.05487285e-02 -7.21426914e-04 -8.92397482e-04]",0
1ilduf0,Gut bacteria may be the key to much more effective vitiligo treatment,A***************,2025-02-09 12:39:24,Gut bacteria may be the key to much more effective vitiligo treatment,"['bacteria', ' much', ' effective', ' vitiligo', ' treatment']",,"[ 5.14613872e-04  2.19365745e-03 -3.62742646e-03 -3.71874729e-03
 -1.24631287e-03  1.80329615e-03 -3.69797018e-03  1.17169169e-04
 -5.27920760e-03  8.36000137e-04 -6.36315858e-03 -2.35115737e-03
 -3.14628426e-03  4.55810968e-03  7.54850393e-04  4.51351376e-03
  1.53566129e-03 -2.95792241e-03 -2.86453345e-04 -1.72144780e-03
  8.48426600e-04  1.31649093e-03  3.50997690e-03 -3.01320595e-03
 -2.44889598e-05  1.50012271e-03 -1.59695221e-03 -1.73607713e-03
 -2.30992143e-03  6.64080901e-04  3.07155983e-03 -2.35614274e-03
 -1.80363213e-03  4.75655543e-03  4.21493454e-03  5.08588599e-03
  3.21663660e-03  3.56589910e-03 -6.74217241e-04 -4.92486777e-03
 -3.96904116e-03 -7.47508428e-04 -3.48520838e-03 -5.38494764e-03
  3.58717400e-03  4.63817967e-03 -7.62551266e-04  1.74170977e-03
  3.04931472e-03  3.14736878e-03 -6.48403482e-04  3.30707803e-03
  4.30624140e-03 -6.18086196e-04  2.29766872e-03 -1.19065284e-03
 -4.46602562e-03 -9.21931234e-04 -4.04226594e-04 -3.79906688e-03
 -6.84747472e-04  1.09018479e-03 -5.13815274e-03  3.17023718e-03
 -2.48626177e-03  1.96332647e-03 -3.41455080e-03 -1.48310221e-03
 -3.00139701e-03 -2.68015242e-03  1.90452964e-03 -2.52503599e-03
 -3.38539109e-03 -1.77646941e-03 -2.40899320e-03 -2.62593036e-03
  2.18049088e-03 -2.92959204e-03  2.91398540e-03 -1.33039989e-03
 -7.58485228e-04 -1.61157700e-03 -1.37324922e-03  6.49932353e-03
  8.59566499e-04 -2.75505078e-03  6.48234796e-04  4.49764775e-03
 -2.86452268e-04  1.68997434e-03  1.20199006e-03 -4.56765201e-03
  3.44650634e-03  2.58778548e-03  1.04176033e-04 -8.93301985e-05
  3.19126737e-03  3.20991478e-03 -3.70123103e-04  4.24206816e-03]",1
1im2n0v,Steering electricity through the air with ultrasound pulses | Scientists in Europe and Canada have now managed to guide sparks through thin air and even around obstacles using ultrasound waves.,c********,2025-02-10 09:56:24,Steering electricity through the air with ultrasound pulses Scientists in Europe and Canada have now managed to guide sparks through thin air and even around obstacles using ultrasound waves.,"['steering', ' electricity', ' ultrasound', ' pulses', ' scientists', ' europe', ' canada', ' managed', ' guide', ' sparks', ' thin', ' even', ' around', ' obstacles', ' using', ' waves']",,"[-0.00192942 -0.00111388 -0.00557558 -0.00374649 -0.00063556 -0.00312356
  0.00250631 -0.00073698 -0.00489614  0.00311211 -0.00931605  0.00029605
  0.00394558 -0.00374891 -0.00336977 -0.00035425  0.000416   -0.00042242
  0.00166713 -0.00435953  0.00368087  0.00408278 -0.00215172  0.00081745
  0.00196503 -0.00031339 -0.00173122  0.00181621 -0.0023743  -0.00251423
  0.002526   -0.00203913 -0.00098559  0.00902957  0.00013361 -0.00223005
  0.00030728 -0.00263381 -0.00060057  0.00118966  0.00558038 -0.00074517
  0.00481493 -0.00238052  0.00293434  0.00629543  0.00265396  0.00388304
  0.00368663 -0.00179846  0.0029896  -0.00111965 -0.00376229  0.00065568
  0.00051218 -0.0025552   0.00137635  0.00337951 -0.00547617 -0.00160255
  0.00656777  0.00599599 -0.00158709 -0.00281793  0.00010808  0.00672453
 -0.00300849 -0.00158837  0.0005895   0.00480313 -0.00512847 -0.00014211
  0.00254168  0.00167713 -0.00084793  0.0053306   0.00368886 -0.00148785
  0.00120935  0.0029745  -0.00528477  0.00425088  0.00169628  0.0067338
 -0.0058133   0.00171146 -0.00599779  0.00054551  0.00358125  0.00695627
  0.0003679   0.00028539 -0.00339036 -0.00107489  0.00214873 -0.00181031
  0.00453463 -0.00382399  0.00028269  0.00080254]",0
1im4x9i,Existing cardiac drug helps keep cancer from spreading | An existing cardiac drug (Digoxin) has now been found to reduce the risk of metastasis by dissolving circulating clusters of breast cancer cells in patients.,c********,2025-02-10 12:24:28,Existing cardiac drug helps keep cancer from spreading An existing cardiac drug Digoxin has now been found to reduce the risk of metastasis by dissolving circulating clusters of breast cancer cells in patients.,"['existing', ' cardiac', ' drug', ' helps', ' keep', ' cancer', ' spreading', ' digoxin', ' found', ' reduce', ' risk', ' metastasis', ' dissolving', ' circulating', ' clusters', ' breast', ' cells', ' patients']",,"[ 1.91606861e-03 -1.99476350e-03 -3.55371740e-04 -2.92662717e-03
 -1.59930252e-03 -1.61970602e-04  5.03927935e-03  2.82958662e-03
 -7.45084661e-04 -2.33552186e-03 -3.25961621e-03 -1.63313118e-04
  8.03494127e-04  1.13260467e-03  2.11836142e-03  3.95302050e-04
 -1.71713973e-03  5.50603785e-04  4.69043665e-03 -1.03176222e-03
  1.35976193e-03  4.68540890e-03 -2.53030029e-03  7.28382205e-04
 -2.02737446e-03  1.11896684e-03 -1.69745157e-03 -1.57108775e-03
 -1.81573117e-03 -6.90906821e-03  5.89388004e-03  1.83389429e-03
 -3.04611702e-03  1.28150580e-03  2.05724919e-03  1.01719459e-03
 -4.72405879e-03 -6.47965679e-03  7.17222400e-04 -5.49570052e-03
 -4.89561025e-05  1.09834294e-03 -1.39619270e-03 -8.38858832e-04
  3.17466166e-03  4.15720511e-03 -1.96991232e-03  3.58927558e-04
  2.22987100e-03 -2.04710872e-03  4.21926052e-05 -3.69407423e-03
  1.48825056e-04 -3.80074373e-03  1.19245681e-03 -3.58770136e-03
 -2.48539541e-03  1.95918931e-03 -8.53802994e-05 -7.39655981e-04
  2.13643373e-03  8.47375300e-03  1.08444446e-03  1.83431606e-03
 -4.71885828e-03  3.41936853e-03  5.20007778e-03  5.36648091e-03
 -7.54574826e-03  3.46845272e-03 -2.98730773e-03 -2.08548340e-03
  1.72537271e-04  4.17823391e-03  7.72285089e-03 -2.27433373e-03
  4.62501822e-03  2.01428821e-03  2.97108456e-03  9.83656733e-04
 -5.06977877e-03  1.02918549e-03  4.52046562e-03  1.07750939e-02
 -2.31846469e-03  2.88423937e-04 -1.53691694e-03  7.49153318e-04
 -8.09690973e-04  8.44781939e-03 -3.57128074e-03  3.97461758e-04
 -4.76467703e-03  1.16365450e-03  6.31388137e-03  8.19783192e-04
  4.62000165e-03 -5.86059084e-03 -1.47941674e-03 -3.92810628e-03]",1
1imgnqu,Scientist worked out how to transfer data between two machines using quantum teleportation | Breakthrough is a first step in building a quantum network,c********,2025-02-10 20:48:41,Scientist worked out how to transfer data between two machines using quantum teleportation Breakthrough is a first step in building a quantum network,"['scientist', ' worked', ' transfer', ' data', ' machines', ' using', ' quantum', ' teleportation', ' breakthrough', ' first', ' step', ' building', ' network']",,"[ 0.00370111  0.00561423  0.00261997 -0.00117203  0.00347805 -0.00166911
 -0.00406613  0.00375815 -0.00705232 -0.00069431  0.00115114 -0.00287767
 -0.00544703  0.00452708 -0.00572859  0.00060055  0.00116977 -0.00353668
 -0.00101902  0.00116293 -0.00033948  0.00056296  0.00332313 -0.00048759
  0.00263754 -0.00396007 -0.00636353 -0.00585632  0.00116931  0.00021163
  0.00238849  0.00388411  0.00043741  0.00497618  0.00022727  0.00288365
 -0.00158291  0.00101679  0.00060401 -0.00141591  0.00347336  0.00458343
  0.00425822 -0.00292999 -0.00151593  0.0001892  -0.00051298  0.00075728
  0.00204432 -0.0032385   0.00058255 -0.00310287 -0.00298681 -0.0028806
  0.00176614  0.00466474  0.00267872  0.00352066 -0.00665937 -0.00450946
 -0.00179235 -0.00105293 -0.00039689 -0.00029717 -0.00388358  0.00108534
 -0.00282176  0.00073539  0.00147396  0.00341363 -0.00073801  0.00096658
  0.00208652 -0.0010198   0.00648178  0.00086267 -0.00241972  0.00319261
  0.00390533  0.0042627   0.00143762  0.00611311  0.00083236  0.00265188
 -0.00282055  0.00193285  0.00246685  0.00631857 -0.00333282  0.00241157
  0.00406658 -0.00254059 -0.00455205  0.0043292   0.0013705   0.00583654
 -0.00182604 -0.00594096 -0.00232131  0.00234382]",1
